role,frequency_hz,t_0.128,t_0.256,t_0.384,t_0.512,t_0.640,t_0.768,t_0.896,t_1.024,t_1.152,t_1.280,t_1.408,t_1.536,t_1.664,t_1.792,t_1.920,t_2.048,t_2.176,t_2.304,t_2.432,t_2.560,t_2.688,t_2.816,t_2.944,t_3.072,t_3.200,t_3.328,t_3.456,t_3.584,t_3.712,t_3.840,t_3.968,t_4.096,t_4.224,t_4.352,t_4.480,t_4.608,t_4.736,t_4.864,t_4.992,t_5.120,t_5.248,t_5.376,t_5.504,t_5.632,t_5.760
normal,125.0,-51.00206914093799,-43.94835979960105,-36.20802000544757,-42.507543231907114,-45.65717050281905,-50.734101508596474,-53.16317169377831,-40.82574823618009,-37.75097786554392,-38.26472124562961,-60.065044927752645,-42.42404648660171,-50.36930269878041,-46.56567098032457,-62.6369563992983,-39.037508129765,-33.41249744561255,-42.2296968399855,-39.94388575750473,-41.28906768451853,-48.752780752189764,-42.474719300788884,-61.69287945469029,-43.43234256299698,-43.6274901517364,-38.68667010192143,-46.81846738217192,-47.372857881818,-45.4699684475299,-49.397851629429,-42.07293937276546,-38.32153817533912,-35.921895792260486,-43.09144255196081,-45.212607166367874,-45.479879538888255,-42.965796727937764,-51.39706049726701,-50.92677556656912,-37.35258751671664,-36.23614435109048,-47.76065330040058,-48.82009825426904,-56.43777172382683,-46.31546983085382
normal,128.90625,-73.30669359122895,-44.15585580685894,-33.5483026015161,-34.64970031206089,-50.55961299046363,-43.45586292028343,-51.86003500505413,-49.95669229031908,-43.144552395587745,-37.0276764666714,-38.027203370111515,-50.37792826824387,-45.92899259338536,-58.221919395217235,-48.44199701075708,-39.956821886727,-43.94810793778477,-38.07321305913186,-38.89208470165715,-48.199807960768695,-44.00107139124582,-46.3852097199418,-47.173781929918505,-37.41763832905488,-41.38659935193674,-42.661574315070666,-41.98970763891607,-51.43111697740237,-41.0089653737145,-45.97174706232889,-37.94050104449867,-40.12511232639685,-42.445784180187374,-46.43648440302058,-41.58628527805159,-55.045169097337194,-43.96659774242224,-42.90227505152025,-41.306722249478824,-36.687903866829124,-38.33535702252354,-43.022273913058285,-37.59990134629197,-46.72365546940792,-49.11388509516087
normal,132.8125,-46.43833995069315,-45.44053994745666,-29.507507391838068,-34.502276986655986,-43.85910716502635,-56.29844594564464,-45.92604786902954,-44.12658413588058,-48.65917625015001,-44.99836585063918,-37.53326416197773,-42.189222772438555,-40.66416939523577,-43.03851809326158,-61.377181601099046,-45.16818425630149,-38.34163162253067,-39.39196645653126,-38.24110203212295,-39.26871249016485,-46.26117996075842,-49.26467649262159,-42.21633886441082,-49.76250776997855,-48.122419198279914,-39.30941764690517,-40.24999040504774,-42.14598996878911,-39.834830295528505,-57.8532713465583,-43.3920373923754,-37.03997675013713,-41.3288744084312,-38.401274791067735,-43.85326526772718,-47.50039323328234,-50.73450630948977,-46.393736475136905,-45.576895878513284,-36.1264541656135,-42.77062195865938,-43.793600197177014,-35.32399577479841,-41.667786357557866,-40.872961291365264
normal,136.71875,-41.388698249145435,-46.168557994772385,-31.1213702659767,-35.237225806046354,-57.10706701202113,-48.270417883013444,-46.2357171353556,-57.555492186406454,-46.97133417323946,-42.64638810684626,-40.33540025258436,-40.65116131317466,-54.822102448254945,-50.8110268325667,-43.44454731680326,-48.680345237169426,-47.91222275483073,-39.89897618985898,-38.218984197813334,-47.098291917981726,-49.0223534643431,-53.28783267180063,-42.544829760384566,-47.78123045411478,-40.90211919997156,-42.36645474809353,-40.947564399177125,-46.666366078355296,-45.722462288440425,-42.91188343230728,-42.17043586853845,-49.08615284625657,-46.19952388512341,-37.59154882657595,-35.28817789096787,-46.16420031536428,-50.4931869376929,-51.18944533802669,-54.53113289799177,-36.1464940054539,-37.41197581551052,-46.79708859418555,-36.795241781613754,-52.409420072542815,-48.8433668338739
normal,140.625,-38.65972111433009,-57.84927801572153,-32.10379136750787,-41.65264684285379,-45.559292370099904,-61.92106849852267,-46.652353498937586,-41.660735643591636,-35.321825761041495,-43.43581534980392,-37.02395381404528,-35.220996181461416,-58.675682709080505,-51.954290021897364,-42.06598472821517,-41.70655506537484,-42.31503694084542,-55.7110186974308,-41.75884350500867,-44.38468566875979,-48.825691012944304,-45.012379493428945,-55.17679212367306,-39.31343943016908,-40.740996182261675,-41.48274854019419,-40.949957413690214,-49.172365432772295,-39.75649979656363,-42.7695544552776,-35.598489889011,-33.67656977403383,-46.16579934792885,-34.60162498994815,-38.13893232334913,-48.64202062429054,-55.56908676288593,-57.57172809873994,-51.634210424231235,-36.77734243317948,-48.73553589718861,-42.68375791072177,-35.87306655332169,-46.771444212692955,-48.67197510114379
normal,144.53125,-37.30270677739629,-48.60493790905708,-30.87162052349092,-33.9231245451536,-45.8013625075304,-48.56118324103021,-49.93472262092767,-43.16941552908891,-48.64264499413749,-42.097507746644524,-43.41807156967253,-40.12098138317982,-45.928292745427285,-44.66130856363043,-53.89012508070512,-51.145949971896876,-45.049159339213745,-47.77197762390819,-40.42021265880691,-43.30156178122976,-52.79996162616883,-45.88707567997652,-42.89982024279495,-44.116600921560064,-39.143904311092385,-42.96651856509115,-41.54763372602366,-57.94385462072212,-54.23560860720195,-46.71784804778821,-39.8759151537461,-44.22177795488893,-37.02688213874998,-35.91810989262412,-34.37515238196645,-51.055781543376895,-44.66010981842774,-52.213367312110314,-50.157350218297836,-36.672165217322004,-35.7362472379927,-45.93015547984582,-34.09669453188705,-45.5460352502805,-48.793692718707206
normal,148.4375,-41.455783310314025,-43.2015195230108,-34.22611536442921,-39.08242450786859,-51.14598397907486,-42.69315819834822,-50.48626959793221,-41.877767676410784,-41.35483330387264,-49.72755818795485,-44.36784180524626,-49.85319955232868,-61.341358623678545,-48.32578238513055,-44.703877693640536,-46.587100957156295,-40.538311487624306,-39.055520147754194,-43.6581290645467,-45.67249706774124,-48.627320984594895,-51.68719284455557,-49.04453913821381,-41.816199892734545,-37.81636977739378,-41.304981402336274,-42.53804009058962,-53.939933336737866,-52.713507740243514,-54.456967882102646,-38.209716133596594,-34.961122959299516,-38.638727484846044,-32.99956751272693,-35.596881934683026,-50.363501799463876,-48.96158633863574,-50.418124887682936,-65.02055489330077,-37.12226032054987,-41.47412461664356,-38.10005119022537,-33.16443136497112,-51.010769266878704,-63.87238355791838
normal,152.34375,-36.90360208266965,-46.201348005993175,-35.81818009908224,-39.82666824757144,-51.915828385804275,-50.32081979295313,-49.10481805739359,-56.36165104386193,-48.40281904566388,-43.99834827761506,-42.794162216070234,-43.715222768153694,-60.68280707449279,-45.79954081688473,-43.46554362507666,-47.45669401209318,-52.68059669331787,-49.56233382687345,-40.03221772187889,-46.696693757027134,-50.54727560176923,-48.72034808564295,-49.05845362591471,-48.56547720688762,-37.786942984490864,-39.8704507334276,-42.1786710058615,-61.36083473207076,-59.671842480689186,-55.64793561100538,-46.260317980449656,-48.57687040621582,-46.33830008547602,-34.95152214994707,-37.367565516726394,-56.98605170466073,-48.525869646925656,-47.27020179141267,-52.663504936317274,-42.690007789189444,-40.33126066882051,-42.347097956541745,-37.152038607904714,-57.9271336279394,-47.31513652595919
normal,156.25,-39.69006312745867,-41.57650989656389,-34.87211175877975,-41.77154256278284,-48.08260968433051,-59.43074359766043,-49.874779922124155,-47.68440838634095,-40.47117105569008,-48.22553933722635,-42.59563995883787,-42.71501821576,-45.059661297206574,-49.972113987157236,-60.39354904052941,-50.91547859723927,-48.870884805196944,-46.44982458540912,-45.93733891836997,-51.29320255968302,-50.571121489907384,-50.39061337027702,-57.683826176342386,-46.30335874066809,-42.90324410865132,-44.15653942171624,-40.745750476255374,-55.3535276226231,-49.01831488847429,-42.05740391581679,-42.59085525606194,-43.79001688231968,-45.012436459675186,-35.18921875763108,-35.79326679888349,-45.50961544059597,-53.6605405351128,-53.429494470928034,-51.44435011988585,-44.24654001893454,-55.18454952263649,-38.346106077206315,-37.66206402375937,-54.542475842086084,-57.69400812841588
normal,160.15625,-47.8486881399455,-48.29134674600442,-37.201089237264014,-40.21979099766111,-47.36704699197696,-50.701232907158975,-49.35239119007776,-52.57883686328948,-47.40310565559459,-42.68166812025103,-38.739086757056484,-39.07823890553996,-53.82655125810189,-49.4328879524509,-60.65167562999636,-45.035564388886584,-41.26495318182248,-44.700364240400454,-43.48223968496801,-48.14289386753416,-47.67385263925845,-47.92398177530742,-56.152422349114886,-47.525287001579876,-47.858868626114564,-42.22839512090593,-42.22796823696255,-47.372843910044736,-46.40652323263544,-54.56362048622731,-46.310683795900346,-44.14502009730213,-52.75460503238408,-35.12868624163857,-37.26900357059688,-55.24828413126752,-55.94900632485749,-61.11626741466253,-54.91423968406466,-43.74140168020371,-46.696039066453125,-42.32845417114393,-38.35567205452119,-55.82353430256262,-62.301816335304075
normal,164.0625,-43.39343553129572,-51.980736266879326,-43.47812394325078,-40.11858329307711,-51.05682671625216,-51.19274416703922,-62.22396373480123,-53.121547056167145,-47.97561366275652,-47.333726243902206,-51.67920569004672,-43.77097551001334,-49.0793947893436,-52.53544084624794,-56.75264027535061,-42.28143951864061,-50.93644846326824,-45.461252877276685,-51.472008481646824,-45.96446439621197,-75.02198838087767,-53.71113912312757,-49.67232396552379,-55.14120203217662,-44.00117751138122,-45.37039920792927,-44.82776247472843,-46.083203863897324,-47.69137980415565,-47.690536178488,-55.943169393028036,-46.68773254107495,-52.14455353096603,-36.40901925605639,-38.710198332232544,-56.653538473091146,-53.50168134898327,-62.88822852641779,-59.492721617023506,-45.6920108227072,-44.542981485855904,-42.89086781678003,-39.9870261824884,-48.93396824018315,-65.12389533177304
normal,167.96875,-53.72401785312817,-54.475889456588654,-45.60625049006301,-50.61669638123617,-53.41948203535094,-74.37959721470638,-51.163253491233654,-53.81175717775179,-43.319243121864616,-43.23405603538756,-42.58303866504634,-45.80785634497587,-49.27201264309502,-56.55329454837664,-56.07966072636642,-48.75851693048631,-41.75822359188179,-43.538719091745406,-43.91735702400128,-45.73487142390127,-58.74863760638348,-51.221363321070335,-54.98426883556412,-46.72879614560401,-47.943302270338165,-45.49835657121862,-46.064644112916966,-45.81992104635898,-53.57601121263358,-55.91652663439838,-48.26306086327023,-53.25101016849284,-48.48575607290455,-39.104914212411146,-40.12267726216896,-52.358106275344205,-51.869983940632,-65.32970311785033,-62.96431381150644,-46.04400928762411,-43.547835721813364,-41.543412058038484,-39.09826063872493,-53.09761765589328,-57.16371064514601
normal,171.875,-56.32923612957428,-51.120290210398,-47.93578113685426,-48.577839182524414,-65.00574457417892,-54.00235863628788,-62.321001039041406,-60.865405770054544,-44.55296117473018,-45.707334774652864,-40.64707363820044,-43.26379411968547,-49.44857579182234,-49.37713482785972,-49.60910798263909,-44.485971948503774,-44.76144176006148,-55.1678152869195,-45.763138173393926,-45.839121849988075,-61.95847878637214,-49.377665173939924,-52.46141461675299,-48.776344432186875,-43.71726485564342,-46.533619069202665,-48.018483534824206,-46.44594978775086,-42.19313007695469,-53.45450809707791,-55.647770969965336,-60.562634965567,-48.10774440913122,-41.72434671948062,-42.50346104356149,-48.70833504216102,-53.28118870938974,-54.78886324657006,-57.2034427955942,-49.63180698273519,-41.63577169431092,-39.92140425654299,-41.14961798781316,-60.38524079165629,-51.02622122534168
normal,175.78125,-49.487808263383116,-48.60433773779911,-49.40050554913486,-52.460783004186204,-60.1098703685927,-56.20430266832065,-49.81013664007969,-51.92966624829249,-51.70212301511529,-45.0016543774603,-41.9981285302456,-43.0970304392478,-52.40445698706217,-47.290718530468475,-58.754909386054436,-59.81315202311976,-56.36928365740775,-49.27457462085474,-50.204655797263285,-44.889826234640644,-48.23845539198842,-55.44217006658107,-50.67191923472098,-55.98808731448077,-46.589439101968075,-48.13320524661605,-43.768491459985924,-53.420402180811344,-43.907721376721454,-48.14799860729943,-58.30440907552121,-48.32765785251656,-49.4946248710767,-39.112282243002234,-45.585924546173764,-57.28088859640327,-50.745996387002855,-58.21509377815463,-57.863007780215135,-46.25143225990887,-51.62884072496737,-46.78488739778389,-42.8579011821784,-51.12540388671736,-49.67306517517205
normal,179.6875,-44.823365509772835,-46.70330908683076,-49.05190632578208,-53.552589228349994,-54.65614383608792,-58.16440316072,-57.63684485400192,-62.733982288197126,-47.91007343565088,-56.63355613967746,-51.234683504215596,-51.98244931014537,-47.80683456016941,-52.76293758483739,-48.449705316402394,-51.995264504971814,-45.56398065245539,-49.67519553441284,-52.220160818861665,-51.25142560153398,-59.42232925744214,-50.39236246143489,-51.9206368198555,-47.60205766328603,-47.321060814727936,-48.555451535075576,-56.54139793688226,-59.80620549247382,-49.441614690156044,-53.96913813647795,-45.596370175121166,-50.56892617308091,-48.11771849625526,-43.740592118116346,-43.1390109538919,-48.5650389119024,-52.37137962545829,-58.04135055526998,-67.33471378256489,-48.004058272008024,-50.32704601895521,-41.6929030556247,-43.088559494841824,-51.29152928421571,-56.57022517709491
normal,183.59375,-42.90131439548137,-51.83699629399528,-53.274245691366616,-49.38657999661149,-58.50298375913455,-49.707628903942776,-53.58912129959971,-54.94097294812139,-44.55659097695231,-45.9013544758985,-51.970579527847406,-50.89391450521128,-45.31931204921099,-46.48361278944995,-53.52699318668635,-53.47551298363452,-46.63474662795936,-49.57001200008882,-49.05578441707756,-51.71275224540106,-53.714664532752636,-58.43881013628031,-53.702421745434265,-52.3704987322824,-45.217836692230875,-51.66925497344635,-54.19288331061427,-51.890222960952656,-48.93763975210732,-48.254478592733896,-45.10102734230719,-44.34325760303742,-53.652293387362285,-54.862036574444645,-46.925855954989004,-54.149019903012615,-71.59187163906836,-60.08239430777712,-62.61808550919081,-45.64390996397388,-45.58864350031481,-44.62844895409913,-44.23982692760549,-56.17073360890615,-53.795197166194825
normal,187.5,-54.73826557386212,-50.38257469815112,-50.58496972695696,-48.52149127523924,-59.25988575957408,-55.584270330813084,-68.10871860700682,-60.0801059512976,-51.4192078299783,-51.72995509252174,-48.7801818024235,-49.907543382907676,-55.41667246328484,-61.25937853533841,-73.71087914839498,-50.24412208359056,-42.53456063119799,-43.31977396246123,-61.90336341290107,-52.102825847914644,-50.08667274157733,-57.51681385201853,-51.18598807670682,-49.40426436815546,-58.455633285778646,-54.38976971215881,-51.449090680831134,-54.656841739929185,-53.18174931908003,-51.617136374792565,-47.99334259663801,-43.02800847750799,-55.25883143150509,-53.97285669954712,-61.18504923684121,-62.30406090039489,-69.68432322067571,-60.51363791384941,-59.0377510097147,-47.23967442366457,-66.19674990140174,-45.579561793227484,-46.548468976181596,-63.559495339946174,-67.52057364781196
normal,191.40625,-47.96311951175454,-53.78286458551288,-48.1650329925494,-49.25685490330885,-60.157000200983475,-53.749678370527754,-52.280853615883906,-50.110237391721995,-49.09748633134746,-47.93164750488351,-59.22198857919311,-60.851521594287874,-58.11995041107351,-60.761581983687556,-55.226884734739144,-50.360697128073525,-55.05329865647971,-46.83099735278999,-58.21480410916459,-51.43299122450051,-51.16355486638287,-57.318202614758384,-55.41616700923669,-52.23511263250751,-60.5576284658219,-48.95104284474343,-49.35994784953999,-61.74420402884142,-58.732724790873846,-55.978859211319545,-48.17264427995441,-54.960997194048815,-46.756315748141716,-52.020572349688535,-52.42722279720218,-59.264252073118456,-54.49389814307796,-54.96035233693181,-54.749781642898434,-48.743869768983416,-51.14522572093888,-44.487995314570874,-49.458886823152646,-57.51302461615854,-61.02227797690922
normal,195.3125,-57.66537406334603,-50.86526787142005,-52.41386857072409,-53.813247480079276,-60.71573829878637,-63.69421510329053,-59.89846225662337,-51.43649846431308,-44.25110599858178,-44.71283348570224,-52.56406283102332,-57.29529117792906,-51.059075013583204,-60.408034092283046,-58.32866302183877,-50.384393697825814,-42.490779083118994,-45.823205633882715,-48.86901315692494,-48.65141464601892,-58.887033925511744,-63.74713903350977,-54.26183804286677,-64.79219568071748,-49.363080371826264,-46.960096758701724,-44.42075492549691,-53.958999215133005,-49.16956195242547,-64.28286646537723,-54.95191630987692,-45.83474339028307,-52.62496032280572,-50.297812211528466,-56.405035512782085,-83.30669042731927,-57.57964250921695,-61.29791324346169,-65.86581378023152,-53.897968179719065,-64.688995608219,-47.38020640453107,-48.89472688951202,-52.300139832497585,-66.68024362982906
