record_uid,dataset_source,subset,file_path,original_fs,fs,n_samples,duration_sec,rms,peak,crest_factor_db,dynamic_range_db,clipping_ratio,silence_ratio,snr_proxy_db,drift_ratio_db,spectral_flatness,zcr_mean,zcr_std,zcr_anomaly,is_short,is_clipped,is_silent,is_noisy,is_low_quality,quality_reasons
D1_training-a_a0112,D1,training-a,dataset/archive (3)/training-a/a0112.wav,2000,2000,72307,36.1535,0.017582,0.191711,20.751819,16.087822,0.0,0.0,26.122883,-8.603695,0.011701,0.06357,0.02246,0.183375,False,False,False,False,False,
D1_training-a_a0113,D1,training-a,dataset/archive (3)/training-a/a0113.wav,2000,2000,72307,36.1535,0.036697,0.403595,20.826414,16.346665,0.0,0.0,21.997481,-5.166824,0.005877,0.044637,0.013604,0.257514,False,False,False,False,False,
D1_training-a_a0114,D1,training-a,dataset/archive (3)/training-a/a0114.wav,2000,2000,71472,35.736,0.018356,0.217163,21.459934,15.849441,0.0,0.0,26.310648,-4.922961,0.007409,0.040995,0.009683,0.34233,False,False,False,False,False,
D1_training-a_a0115,D1,training-a,dataset/archive (3)/training-a/a0115.wav,2000,2000,72029,36.0145,0.038921,0.30661,17.928031,14.19482,0.0,0.0,31.510989,-11.135423,0.006196,0.04744,0.01043,0.19224,False,False,False,False,False,
D1_training-a_a0116,D1,training-a,dataset/archive (3)/training-a/a0116.wav,2000,2000,41378,20.689,0.054905,0.33905,15.81312,9.529615,0.0,0.0,37.464618,-5.029217,0.000894,0.032922,0.007589,0.5303,False,False,False,False,False,
D1_training-a_a0117,D1,training-a,dataset/archive (3)/training-a/a0117.wav,2000,2000,70218,35.109,0.008718,0.058563,16.544183,14.017355,0.0,0.0,24.26928,-2.020254,0.009422,0.050595,0.01885,0.118767,False,False,False,False,False,
D1_training-a_a0118,D1,training-a,dataset/archive (3)/training-a/a0118.wav,2000,2000,61719,30.8595,0.172794,1.0,15.249442,18.606204,0.002187,0.0,40.44128,-10.089012,0.000984,0.043262,0.007493,0.289536,False,False,False,False,False,
D1_training-a_a0119,D1,training-a,dataset/archive (3)/training-a/a0119.wav,2000,2000,71472,35.736,0.024023,0.190186,17.971174,11.746843,0.0,0.0,29.168437,-6.378841,0.005254,0.043011,0.013491,0.295377,False,False,False,False,False,
D1_training-a_a0120,D1,training-a,dataset/archive (3)/training-a/a0120.wav,2000,2000,72168,36.084,0.045619,0.352386,17.757517,14.166245,0.0,0.0,33.182445,-7.659149,0.002626,0.039272,0.010849,0.382447,False,False,False,False,False,
D1_training-a_a0121,D1,training-a,dataset/archive (3)/training-a/a0121.wav,2000,2000,71332,35.666,0.033087,0.828583,27.973662,14.815367,0.0,0.0,15.22222,-4.242928,0.004445,0.040783,0.014939,0.347258,False,False,False,False,False,
D1_training-a_a0122,D1,training-a,dataset/archive (3)/training-a/a0122.wav,2000,2000,71332,35.666,0.04991,0.393341,17.9316,16.644979,0.0,0.0,31.231215,-7.537292,0.004603,0.035883,0.009761,0.46137,False,False,False,False,False,
D1_training-a_a0123,D1,training-a,dataset/archive (3)/training-a/a0123.wav,2000,2000,41239,20.6195,0.027549,0.228149,18.362258,9.741689,0.0,0.0,36.747408,-8.816501,0.001726,0.042175,0.016126,0.314835,False,False,False,False,False,
D1_training-a_a0124,D1,training-a,dataset/archive (3)/training-a/a0124.wav,2000,2000,71750,35.875,0.037424,0.894104,27.564753,15.364482,0.0,0.0,27.198616,-8.841797,0.00664,0.04453,0.017303,0.260007,False,False,False,False,False,
D1_training-a_a0125,D1,training-a,dataset/archive (3)/training-a/a0125.wav,2000,2000,71332,35.666,0.039479,0.299011,17.586537,12.528986,0.0,0.0,29.19214,-6.547414,0.003436,0.044097,0.010146,0.270088,False,False,False,False,False,
D1_training-a_a0126,D1,training-a,dataset/archive (3)/training-a/a0126.wav,2000,2000,71332,35.666,0.04107,0.299927,17.269798,12.245449,0.0,0.0,31.869558,-8.708259,0.003612,0.039584,0.009972,0.37517,False,False,False,False,False,
D1_training-a_a0127,D1,training-a,dataset/archive (3)/training-a/a0127.wav,2000,2000,71193,35.5965,0.044765,0.51767,21.262299,21.176866,0.0,0.0,31.838571,-18.275914,0.006649,0.056387,0.012848,0.016096,False,False,False,False,False,
D1_training-a_a0128,D1,training-a,dataset/archive (3)/training-a/a0128.wav,2000,2000,71332,35.666,0.021108,0.193848,19.260263,14.14193,0.0,0.0,20.492087,-4.045367,0.020754,0.094385,0.029287,0.900919,False,False,False,False,False,
D1_training-a_a0129,D1,training-a,dataset/archive (3)/training-a/a0129.wav,2000,2000,72586,36.293,0.043562,0.404358,19.35325,14.157884,0.0,0.0,31.825741,-8.592671,0.005235,0.046259,0.017466,0.219751,False,False,False,False,False,
D1_training-a_a0130,D1,training-a,dataset/archive (3)/training-a/a0130.wav,2000,2000,71193,35.5965,0.009793,0.092194,19.475604,12.218571,0.0,0.0,22.400158,-8.700019,0.014437,0.056662,0.021553,0.022499,False,False,False,False,False,
D1_training-a_a0131,D1,training-a,dataset/archive (3)/training-a/a0131.wav,2000,2000,38911,19.4555,0.013349,0.089874,16.563912,7.77672,0.0,0.0,24.713392,-3.508133,0.010039,0.046068,0.009384,0.224196,False,False,False,False,False,
D1_training-a_a0132,D1,training-a,dataset/archive (3)/training-a/a0132.wav,2000,2000,61243,30.6215,0.082482,0.582733,16.9822,12.256704,0.0,0.0,41.686772,-7.723785,0.000434,0.038513,0.006678,0.400124,False,False,False,False,False,
D1_training-a_a0133,D1,training-a,dataset/archive (3)/training-a/a0133.wav,2000,2000,72307,36.1535,0.020018,0.14621,17.27114,12.786663,0.0,0.0,24.424648,-0.575242,0.00826,0.036512,0.012556,0.44672,False,False,False,False,False,
D1_training-a_a0134,D1,training-a,dataset/archive (3)/training-a/a0134.wav,2000,2000,71889,35.9445,0.022111,0.152649,16.781654,7.384269,0.0,0.0,29.8049,-3.462664,0.003495,0.036178,0.011779,0.454482,False,False,False,False,False,
D1_training-a_a0135,D1,training-a,dataset/archive (3)/training-a/a0135.wav,2000,2000,71193,35.5965,0.02564,0.321106,21.954487,16.553321,0.0,0.0,31.484219,-9.391774,0.004742,0.036919,0.012415,0.437234,False,False,False,False,False,
D1_training-a_a0136,D1,training-a,dataset/archive (3)/training-a/a0136.wav,2000,2000,61580,30.79,0.113934,0.999969,18.866698,25.439481,0.001234,0.0,37.16184,-13.898114,0.004459,0.044628,0.008543,0.257728,False,False,False,False,False,
D1_training-a_a0137,D1,training-a,dataset/archive (3)/training-a/a0137.wav,2000,2000,71611,35.8055,0.015708,0.121704,17.783872,6.997368,0.0,0.0,26.64744,-7.794519,0.006166,0.045414,0.008751,0.239426,False,False,False,False,False,
D1_training-a_a0138,D1,training-a,dataset/archive (3)/training-a/a0138.wav,2000,2000,42075,21.0375,0.00693,0.113068,24.252477,7.998868,0.0,0.0,13.630188,-7.40781,0.039326,0.132884,0.025484,1.797431,False,False,False,False,False,
D1_training-a_a0139,D1,training-a,dataset/archive (3)/training-a/a0139.wav,2000,2000,62276,31.138,0.035968,0.402466,20.976315,11.442267,0.0,0.0,28.953439,-6.146789,0.002974,0.042727,0.007184,0.301997,False,False,False,False,False,
D1_training-a_a0140,D1,training-a,dataset/archive (3)/training-a/a0140.wav,2000,2000,71332,35.666,0.043138,0.403381,19.417184,14.930592,0.0,0.0,34.626408,-9.592307,0.002124,0.033668,0.012949,0.512926,False,False,False,False,False,
D1_training-a_a0141,D1,training-a,dataset/archive (3)/training-a/a0141.wav,2000,2000,61719,30.8595,0.060935,0.530609,18.798107,20.701539,0.0,0.0,32.673451,-10.724361,0.00769,0.046452,0.010576,0.215251,False,False,False,False,False,
D1_training-a_a0142,D1,training-a,dataset/archive (3)/training-a/a0142.wav,2000,2000,71332,35.666,0.025618,0.331696,22.243984,17.056053,0.0,0.0,20.076524,-5.696789,0.011636,0.042299,0.013047,0.311957,False,False,False,False,False,
D1_training-a_a0143,D1,training-a,dataset/archive (3)/training-a/a0143.wav,2000,2000,71332,35.666,0.049207,0.701965,23.085765,15.569737,0.0,0.0,35.525113,-4.225526,0.001518,0.039027,0.009425,0.388141,False,False,False,False,False,
D1_training-a_a0144,D1,training-a,dataset/archive (3)/training-a/a0144.wav,2000,2000,72586,36.293,0.035258,0.464111,22.387391,12.802696,0.0,0.0,20.65427,-6.574883,0.005696,0.034727,0.008373,0.488281,False,False,False,False,False,
D1_training-a_a0145,D1,training-a,dataset/archive (3)/training-a/a0145.wav,2000,2000,72586,36.293,0.022999,0.263428,21.178878,15.351517,0.0,0.0,32.76895,-5.933476,0.004093,0.032538,0.009461,0.539245,False,False,False,False,False,
D1_training-a_a0146,D1,training-a,dataset/archive (3)/training-a/a0146.wav,2000,2000,61301,30.6505,0.025264,0.204132,18.148194,11.944707,0.0,0.0,36.095892,-7.391186,0.001196,0.032891,0.006629,0.531024,False,False,False,False,False,
D1_training-a_a0147,D1,training-a,dataset/archive (3)/training-a/a0147.wav,2000,2000,71332,35.666,0.006553,0.125092,25.616105,8.936335,0.0,0.0,12.785883,-7.197323,0.054952,0.144898,0.039605,2.07718,False,False,False,False,False,
D1_training-a_a0148,D1,training-a,dataset/archive (3)/training-a/a0148.wav,2000,2000,72168,36.084,0.033784,0.519104,23.730838,14.088399,0.0,0.0,27.497746,-10.421633,0.001182,0.031508,0.005447,0.563233,False,False,False,False,False,
D1_training-a_a0149,D1,training-a,dataset/archive (3)/training-a/a0149.wav,2000,2000,71611,35.8055,0.035839,0.34903,19.770224,19.733036,0.0,0.0,38.927336,-12.662065,0.003011,0.041711,0.011173,0.325643,False,False,False,False,False,
D1_training-a_a0150,D1,training-a,dataset/archive (3)/training-a/a0150.wav,2000,2000,72029,36.0145,0.039861,0.324982,18.226174,7.864804,0.0,0.0,32.532479,-2.024102,0.001583,0.029367,0.006268,0.6131,False,False,False,False,False,
D1_training-a_a0151,D1,training-a,dataset/archive (3)/training-a/a0151.wav,2000,2000,71193,35.5965,0.008908,0.139008,23.865007,17.231961,0.0,0.0,29.093279,-12.166364,0.010888,0.056478,0.01687,0.01823,False,False,False,False,False,
D1_training-a_a0152,D1,training-a,dataset/archive (3)/training-a/a0152.wav,2000,2000,71193,35.5965,0.028606,0.275543,19.674521,17.072685,0.0,0.0,28.694774,-10.870286,0.009322,0.061435,0.016515,0.133656,False,False,False,False,False,
D1_training-a_a0153,D1,training-a,dataset/archive (3)/training-a/a0153.wav,2000,2000,61301,30.6505,0.042559,0.378571,18.983077,12.31537,0.0,0.0,33.106567,-7.794171,0.00453,0.052964,0.011558,0.063604,False,False,False,False,False,
D1_training-a_a0154,D1,training-a,dataset/archive (3)/training-a/a0154.wav,2000,2000,61719,30.8595,0.068948,0.601379,18.812504,16.719866,0.0,0.0,31.111112,-8.471813,0.00599,0.037614,0.007617,0.421052,False,False,False,False,False,
D1_training-a_a0155,D1,training-a,dataset/archive (3)/training-a/a0155.wav,2000,2000,71472,35.736,0.017059,0.20163,21.452222,11.645322,0.0,0.0,24.949934,-8.837133,0.009748,0.057905,0.018512,0.051455,False,False,False,False,False,
D1_training-a_a0156,D1,training-a,dataset/archive (3)/training-a/a0156.wav,2000,2000,41518,20.759,0.017161,0.182739,20.545807,10.399988,0.0,0.0,23.450199,-5.893666,0.006913,0.038614,0.010804,0.397772,False,False,False,False,False,
D1_training-a_a0157,D1,training-a,dataset/archive (3)/training-a/a0157.wav,2000,2000,71889,35.9445,0.013837,0.258942,25.443236,14.234857,0.0,0.0,13.586782,-9.96178,0.023263,0.070081,0.026605,0.334993,False,False,False,False,False,
D1_training-a_a0158,D1,training-a,dataset/archive (3)/training-a/a0158.wav,2000,2000,41657,20.8285,0.036184,0.354218,19.815091,9.462086,0.0,0.0,21.907645,-3.78077,0.003643,0.036224,0.027978,0.453423,False,False,False,False,False,
D1_training-a_a0159,D1,training-a,dataset/archive (3)/training-a/a0159.wav,2000,2000,71472,35.736,0.028989,1.0,30.755352,13.327479,2.8e-05,0.0,16.280492,-9.847385,0.006894,0.051463,0.015303,0.098566,False,False,False,False,False,
D1_training-a_a0160,D1,training-a,dataset/archive (3)/training-a/a0160.wav,2000,2000,71193,35.5965,0.131952,1.0,17.591652,20.011384,0.000716,0.0,37.765481,-13.386196,0.002769,0.034613,0.009064,0.490924,False,False,False,False,False,
D1_training-a_a0161,D1,training-a,dataset/archive (3)/training-a/a0161.wav,2000,2000,71750,35.875,0.143447,0.999969,16.865902,14.698459,0.000111,0.0,37.721193,-8.515987,0.001871,0.039861,0.011197,0.368737,False,False,False,False,False,
D1_training-a_a0162,D1,training-a,dataset/archive (3)/training-a/a0162.wav,2000,2000,41239,20.6195,0.014808,0.255432,24.735579,10.682357,0.0,0.0,25.056664,-7.348235,0.006886,0.042957,0.010423,0.296643,False,False,False,False,False,
D1_training-a_a0163,D1,training-a,dataset/archive (3)/training-a/a0163.wav,2000,2000,61301,30.6505,0.112002,1.0,19.015457,23.238896,0.000212,0.0,37.452597,-9.780454,0.005198,0.043609,0.008671,0.281453,False,False,False,False,False,
D1_training-a_a0164,D1,training-a,dataset/archive (3)/training-a/a0164.wav,2000,2000,72586,36.293,0.047068,0.40863,18.772172,13.240669,0.0,0.0,27.982878,-6.468365,0.008429,0.057735,0.032379,0.047489,False,False,False,False,False,
D1_training-a_a0165,D1,training-a,dataset/archive (3)/training-a/a0165.wav,2000,2000,61719,30.8595,0.106089,0.992584,19.421909,22.684597,1.6e-05,0.0,33.912334,-17.754455,0.007747,0.047323,0.017715,0.194974,False,False,False,False,False,
D1_training-a_a0166,D1,training-a,dataset/archive (3)/training-a/a0166.wav,2000,2000,71472,35.736,0.010966,0.165375,23.568803,13.069996,0.0,0.0,16.18427,-5.04641,0.023922,0.054378,0.024366,0.030672,False,False,False,False,False,
D1_training-a_a0167,D1,training-a,dataset/archive (3)/training-a/a0167.wav,2000,2000,71193,35.5965,0.098061,0.831329,18.565572,18.25461,0.0,0.0,42.432062,-12.520241,0.001041,0.0384,0.007144,0.402754,False,False,False,False,False,
D1_training-a_a0168,D1,training-a,dataset/archive (3)/training-a/a0168.wav,2000,2000,71193,35.5965,0.017909,0.127258,17.032235,9.273989,0.0,0.0,29.473412,-2.3454,0.002761,0.031356,0.009415,0.56678,False,False,False,False,False,
D1_training-a_a0169,D1,training-a,dataset/archive (3)/training-a/a0169.wav,2000,2000,71193,35.5965,0.043677,0.939697,26.65477,7.618891,0.0,0.0,22.280379,-1.036394,0.001102,0.026787,0.006859,0.673176,False,False,False,False,False,
D1_training-a_a0170,D1,training-a,dataset/archive (3)/training-a/a0170.wav,2000,2000,71193,35.5965,0.032064,0.216949,16.606937,12.768651,0.0,0.0,27.481792,-4.767341,0.004233,0.036108,0.009385,0.456116,False,False,False,False,False,
D1_training-a_a0171,D1,training-a,dataset/archive (3)/training-a/a0171.wav,2000,2000,71193,35.5965,0.034106,0.327728,19.653597,13.59011,0.0,0.0,38.503627,-9.200966,0.00129,0.037758,0.008653,0.417695,False,False,False,False,False,
D1_training-a_a0172,D1,training-a,dataset/archive (3)/training-a/a0172.wav,2000,2000,71472,35.736,0.047134,0.530487,21.026801,12.783241,0.0,0.0,32.245311,-9.127741,0.003188,0.052503,0.012083,0.074354,False,False,False,False,False,
D1_training-a_a0173,D1,training-a,dataset/archive (3)/training-a/a0173.wav,2000,2000,41378,20.689,0.033612,0.229828,16.698286,14.064822,0.0,0.0,37.541568,-11.289452,0.00184,0.030957,0.00535,0.576065,False,False,False,False,False,
D1_training-a_a0174,D1,training-a,dataset/archive (3)/training-a/a0174.wav,2000,2000,42354,21.177,0.036839,0.280701,17.638794,10.210619,0.0,0.0,34.510246,-7.749334,0.002388,0.04959,0.019305,0.142168,False,False,False,False,False,
D1_training-a_a0175,D1,training-a,dataset/archive (3)/training-a/a0175.wav,2000,2000,61162,30.581,0.069823,0.74292,20.538833,21.121703,0.0,0.0,30.036173,-16.538391,0.014124,0.045087,0.009734,0.24704,False,False,False,False,False,
D1_training-a_a0176,D1,training-a,dataset/archive (3)/training-a/a0176.wav,2000,2000,71332,35.666,0.022844,0.1633,17.084167,10.516099,0.0,0.0,26.950425,-6.432813,0.003892,0.047495,0.019566,0.190948,False,False,False,False,False,
D1_training-a_a0177,D1,training-a,dataset/archive (3)/training-a/a0177.wav,2000,2000,71472,35.736,0.063095,0.527924,18.451557,14.370192,0.0,0.0,41.420677,-8.8841,0.001226,0.041128,0.009363,0.339222,False,False,False,False,False,
D1_training-a_a0178,D1,training-a,dataset/archive (3)/training-a/a0178.wav,2000,2000,71332,35.666,0.058188,0.565521,19.752237,15.421309,0.0,0.0,23.594019,-13.51227,0.008665,0.049223,0.028682,0.150722,False,False,False,False,False,
D1_training-a_a0179,D1,training-a,dataset/archive (3)/training-a/a0179.wav,2000,2000,61719,30.8595,0.111038,1.0,19.090592,23.59105,0.000259,0.0,40.032124,-15.709375,0.003506,0.044792,0.008688,0.25391,False,False,False,False,False,
D1_training-a_a0180,D1,training-a,dataset/archive (3)/training-a/a0180.wav,2000,2000,72029,36.0145,0.02836,0.29599,20.371317,19.75014,0.0,0.0,25.992686,-5.621733,0.008335,0.044427,0.017231,0.26241,False,False,False,False,False,
D1_training-a_a0181,D1,training-a,dataset/archive (3)/training-a/a0181.wav,2000,2000,71611,35.8055,0.02562,0.293091,21.168296,17.680468,0.0,0.0,24.217546,-6.939326,0.01837,0.074261,0.035756,0.432315,False,False,False,False,False,
D1_training-a_a0182,D1,training-a,dataset/archive (3)/training-a/a0182.wav,2000,2000,71611,35.8055,0.032288,0.244843,17.596986,13.829039,0.0,0.0,32.168303,-9.120974,0.003772,0.044922,0.011616,0.250878,False,False,False,False,False,
D1_training-a_a0183,D1,training-a,dataset/archive (3)/training-a/a0183.wav,2000,2000,71332,35.666,0.029999,0.228882,17.650225,12.744861,0.0,0.0,25.874947,-1.111956,0.007014,0.041509,0.01103,0.330346,False,False,False,False,False,
D1_training-a_a0184,D1,training-a,dataset/archive (3)/training-a/a0184.wav,2000,2000,71193,35.5965,0.011414,0.550049,33.659026,10.610926,0.0,0.0,1.561952,-12.368443,0.028448,0.083716,0.040175,0.652498,False,False,False,True,True,low_snr
D1_training-a_a0185,D1,training-a,dataset/archive (3)/training-a/a0185.wav,2000,2000,71332,35.666,0.109276,1.0,19.229514,16.125226,0.000575,0.0,17.608245,-12.708507,0.04474,0.063205,0.039609,0.174868,False,False,False,False,False,
D1_training-a_a0186,D1,training-a,dataset/archive (3)/training-a/a0186.wav,2000,2000,71332,35.666,0.014798,0.453461,29.726601,9.407686,0.0,0.0,-3.051455,-2.436695,0.011443,0.064044,0.06931,0.194407,False,False,False,True,True,low_snr
D1_training-a_a0187,D1,training-a,dataset/archive (3)/training-a/a0187.wav,2000,2000,71472,35.736,0.040322,0.661316,24.297389,18.344739,0.0,0.0,31.82938,-3.855524,0.003319,0.039224,0.010938,0.383557,False,False,False,False,False,
D1_training-a_a0188,D1,training-a,dataset/archive (3)/training-a/a0188.wav,2000,2000,72586,36.293,0.032384,0.272797,18.510083,9.132199,0.0,0.0,31.514637,-0.856871,0.001972,0.029574,0.009557,0.608273,False,False,False,False,False,
D1_training-a_a0189,D1,training-a,dataset/archive (3)/training-a/a0189.wav,2000,2000,72029,36.0145,0.032562,0.268402,18.321527,15.728312,0.0,0.0,31.482069,-10.252734,0.003382,0.036468,0.008383,0.447745,False,False,False,False,False,
D1_training-a_a0190,D1,training-a,dataset/archive (3)/training-a/a0190.wav,2000,2000,71193,35.5965,0.031041,0.238831,17.723099,8.957622,0.0,0.0,39.310305,-7.378749,0.000808,0.03675,0.00614,0.441175,False,False,False,False,False,
D1_training-a_a0191,D1,training-a,dataset/archive (3)/training-a/a0191.wav,2000,2000,72447,36.2235,0.026629,0.264465,19.940311,14.854297,0.0,0.0,28.82529,-11.544842,0.005988,0.043726,0.008695,0.278717,False,False,False,False,False,
D1_training-a_a0192,D1,training-a,dataset/archive (3)/training-a/a0192.wav,2000,2000,71750,35.875,0.016892,0.246185,23.271604,14.463886,0.0,0.0,20.772887,-7.695272,0.028912,0.085055,0.032174,0.683679,False,False,False,False,False,
D1_training-a_a0193,D1,training-a,dataset/archive (3)/training-a/a0193.wav,2000,2000,61719,30.8595,0.087939,0.54126,15.784483,14.05369,0.0,0.0,30.490897,-10.056133,0.00254,0.037826,0.008689,0.416125,False,False,False,False,False,
D1_training-a_a0194,D1,training-a,dataset/archive (3)/training-a/a0194.wav,2000,2000,41378,20.689,0.023146,0.26886,21.30092,17.777763,0.0,0.0,15.141362,-4.580135,0.064199,0.103271,0.061853,1.10786,False,False,False,False,False,
