group_id,method,record_uid,dataset_source,file_path,duplicate_of,similarity,decision,reason
exact_0089,raw_sha256,D1_training-b_b0009,D1,dataset/archive (3)/training-b/b0009.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0089,raw_sha256,D1_validation_b0009,D1,dataset/archive (3)/validation/b0009.wav,D1_training-b_b0009,1.0,drop,byte-identical to D1_training-b_b0009
exact_0090,raw_sha256,D1_training-b_b0010,D1,dataset/archive (3)/training-b/b0010.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0090,raw_sha256,D1_validation_b0010,D1,dataset/archive (3)/validation/b0010.wav,D1_training-b_b0010,1.0,drop,byte-identical to D1_training-b_b0010
exact_0091,raw_sha256,D1_training-b_b0011,D1,dataset/archive (3)/training-b/b0011.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0091,raw_sha256,D1_validation_b0011,D1,dataset/archive (3)/validation/b0011.wav,D1_training-b_b0011,1.0,drop,byte-identical to D1_training-b_b0011
exact_0092,raw_sha256,D1_training-b_b0012,D1,dataset/archive (3)/training-b/b0012.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0092,raw_sha256,D1_validation_b0012,D1,dataset/archive (3)/validation/b0012.wav,D1_training-b_b0012,1.0,drop,byte-identical to D1_training-b_b0012
exact_0093,raw_sha256,D1_training-b_b0013,D1,dataset/archive (3)/training-b/b0013.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0093,raw_sha256,D1_validation_b0013,D1,dataset/archive (3)/validation/b0013.wav,D1_training-b_b0013,1.0,drop,byte-identical to D1_training-b_b0013
exact_0094,raw_sha256,D1_training-b_b0014,D1,dataset/archive (3)/training-b/b0014.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0094,raw_sha256,D1_validation_b0014,D1,dataset/archive (3)/validation/b0014.wav,D1_training-b_b0014,1.0,drop,byte-identical to D1_training-b_b0014
exact_0095,raw_sha256,D1_training-b_b0015,D1,dataset/archive (3)/training-b/b0015.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0095,raw_sha256,D1_validation_b0015,D1,dataset/archive (3)/validation/b0015.wav,D1_training-b_b0015,1.0,drop,byte-identical to D1_training-b_b0015
exact_0096,raw_sha256,D1_training-b_b0016,D1,dataset/archive (3)/training-b/b0016.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0096,raw_sha256,D1_validation_b0016,D1,dataset/archive (3)/validation/b0016.wav,D1_training-b_b0016,1.0,drop,byte-identical to D1_training-b_b0016
exact_0097,raw_sha256,D1_training-b_b0017,D1,dataset/archive (3)/training-b/b0017.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0097,raw_sha256,D1_validation_b0017,D1,dataset/archive (3)/validation/b0017.wav,D1_training-b_b0017,1.0,drop,byte-identical to D1_training-b_b0017
exact_0098,raw_sha256,D1_training-b_b0018,D1,dataset/archive (3)/training-b/b0018.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0098,raw_sha256,D1_validation_b0018,D1,dataset/archive (3)/validation/b0018.wav,D1_training-b_b0018,1.0,drop,byte-identical to D1_training-b_b0018
exact_0099,raw_sha256,D1_training-b_b0019,D1,dataset/archive (3)/training-b/b0019.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0099,raw_sha256,D1_validation_b0019,D1,dataset/archive (3)/validation/b0019.wav,D1_training-b_b0019,1.0,drop,byte-identical to D1_training-b_b0019
exact_0100,raw_sha256,D1_training-b_b0020,D1,dataset/archive (3)/training-b/b0020.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0100,raw_sha256,D1_validation_b0020,D1,dataset/archive (3)/validation/b0020.wav,D1_training-b_b0020,1.0,drop,byte-identical to D1_training-b_b0020
exact_0101,raw_sha256,D1_training-b_b0021,D1,dataset/archive (3)/training-b/b0021.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0101,raw_sha256,D1_validation_b0021,D1,dataset/archive (3)/validation/b0021.wav,D1_training-b_b0021,1.0,drop,byte-identical to D1_training-b_b0021
exact_0102,raw_sha256,D1_training-b_b0022,D1,dataset/archive (3)/training-b/b0022.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0102,raw_sha256,D1_validation_b0022,D1,dataset/archive (3)/validation/b0022.wav,D1_training-b_b0022,1.0,drop,byte-identical to D1_training-b_b0022
exact_0103,raw_sha256,D1_training-b_b0023,D1,dataset/archive (3)/training-b/b0023.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0103,raw_sha256,D1_validation_b0023,D1,dataset/archive (3)/validation/b0023.wav,D1_training-b_b0023,1.0,drop,byte-identical to D1_training-b_b0023
exact_0104,raw_sha256,D1_training-b_b0024,D1,dataset/archive (3)/training-b/b0024.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0104,raw_sha256,D1_validation_b0024,D1,dataset/archive (3)/validation/b0024.wav,D1_training-b_b0024,1.0,drop,byte-identical to D1_training-b_b0024
exact_0105,raw_sha256,D1_training-b_b0025,D1,dataset/archive (3)/training-b/b0025.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0105,raw_sha256,D1_validation_b0025,D1,dataset/archive (3)/validation/b0025.wav,D1_training-b_b0025,1.0,drop,byte-identical to D1_training-b_b0025
exact_0106,raw_sha256,D1_training-b_b0026,D1,dataset/archive (3)/training-b/b0026.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0106,raw_sha256,D1_validation_b0026,D1,dataset/archive (3)/validation/b0026.wav,D1_training-b_b0026,1.0,drop,byte-identical to D1_training-b_b0026
exact_0107,raw_sha256,D1_training-b_b0027,D1,dataset/archive (3)/training-b/b0027.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0107,raw_sha256,D1_validation_b0027,D1,dataset/archive (3)/validation/b0027.wav,D1_training-b_b0027,1.0,drop,byte-identical to D1_training-b_b0027
exact_0108,raw_sha256,D1_training-b_b0028,D1,dataset/archive (3)/training-b/b0028.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0108,raw_sha256,D1_validation_b0028,D1,dataset/archive (3)/validation/b0028.wav,D1_training-b_b0028,1.0,drop,byte-identical to D1_training-b_b0028
exact_0109,raw_sha256,D1_training-b_b0029,D1,dataset/archive (3)/training-b/b0029.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0109,raw_sha256,D1_validation_b0029,D1,dataset/archive (3)/validation/b0029.wav,D1_training-b_b0029,1.0,drop,byte-identical to D1_training-b_b0029
exact_0110,raw_sha256,D1_training-b_b0030,D1,dataset/archive (3)/training-b/b0030.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0110,raw_sha256,D1_validation_b0030,D1,dataset/archive (3)/validation/b0030.wav,D1_training-b_b0030,1.0,drop,byte-identical to D1_training-b_b0030
exact_0111,raw_sha256,D1_training-b_b0031,D1,dataset/archive (3)/training-b/b0031.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0111,raw_sha256,D1_validation_b0031,D1,dataset/archive (3)/validation/b0031.wav,D1_training-b_b0031,1.0,drop,byte-identical to D1_training-b_b0031
exact_0112,raw_sha256,D1_training-b_b0032,D1,dataset/archive (3)/training-b/b0032.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0112,raw_sha256,D1_validation_b0032,D1,dataset/archive (3)/validation/b0032.wav,D1_training-b_b0032,1.0,drop,byte-identical to D1_training-b_b0032
exact_0113,raw_sha256,D1_training-b_b0033,D1,dataset/archive (3)/training-b/b0033.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0113,raw_sha256,D1_validation_b0033,D1,dataset/archive (3)/validation/b0033.wav,D1_training-b_b0033,1.0,drop,byte-identical to D1_training-b_b0033
exact_0114,raw_sha256,D1_training-b_b0034,D1,dataset/archive (3)/training-b/b0034.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0114,raw_sha256,D1_validation_b0034,D1,dataset/archive (3)/validation/b0034.wav,D1_training-b_b0034,1.0,drop,byte-identical to D1_training-b_b0034
exact_0115,raw_sha256,D1_training-b_b0035,D1,dataset/archive (3)/training-b/b0035.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0115,raw_sha256,D1_validation_b0035,D1,dataset/archive (3)/validation/b0035.wav,D1_training-b_b0035,1.0,drop,byte-identical to D1_training-b_b0035
exact_0116,raw_sha256,D1_training-b_b0036,D1,dataset/archive (3)/training-b/b0036.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0116,raw_sha256,D1_validation_b0036,D1,dataset/archive (3)/validation/b0036.wav,D1_training-b_b0036,1.0,drop,byte-identical to D1_training-b_b0036
exact_0117,raw_sha256,D1_training-b_b0037,D1,dataset/archive (3)/training-b/b0037.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0117,raw_sha256,D1_validation_b0037,D1,dataset/archive (3)/validation/b0037.wav,D1_training-b_b0037,1.0,drop,byte-identical to D1_training-b_b0037
exact_0118,raw_sha256,D1_training-b_b0038,D1,dataset/archive (3)/training-b/b0038.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0118,raw_sha256,D1_validation_b0038,D1,dataset/archive (3)/validation/b0038.wav,D1_training-b_b0038,1.0,drop,byte-identical to D1_training-b_b0038
exact_0119,raw_sha256,D1_training-b_b0039,D1,dataset/archive (3)/training-b/b0039.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0119,raw_sha256,D1_validation_b0039,D1,dataset/archive (3)/validation/b0039.wav,D1_training-b_b0039,1.0,drop,byte-identical to D1_training-b_b0039
exact_0120,raw_sha256,D1_training-b_b0040,D1,dataset/archive (3)/training-b/b0040.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0120,raw_sha256,D1_validation_b0040,D1,dataset/archive (3)/validation/b0040.wav,D1_training-b_b0040,1.0,drop,byte-identical to D1_training-b_b0040
exact_0121,raw_sha256,D1_training-b_b0041,D1,dataset/archive (3)/training-b/b0041.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0121,raw_sha256,D1_validation_b0041,D1,dataset/archive (3)/validation/b0041.wav,D1_training-b_b0041,1.0,drop,byte-identical to D1_training-b_b0041
exact_0122,raw_sha256,D1_training-b_b0042,D1,dataset/archive (3)/training-b/b0042.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0122,raw_sha256,D1_validation_b0042,D1,dataset/archive (3)/validation/b0042.wav,D1_training-b_b0042,1.0,drop,byte-identical to D1_training-b_b0042
exact_0123,raw_sha256,D1_training-b_b0043,D1,dataset/archive (3)/training-b/b0043.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0123,raw_sha256,D1_validation_b0043,D1,dataset/archive (3)/validation/b0043.wav,D1_training-b_b0043,1.0,drop,byte-identical to D1_training-b_b0043
exact_0124,raw_sha256,D1_training-b_b0044,D1,dataset/archive (3)/training-b/b0044.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0124,raw_sha256,D1_validation_b0044,D1,dataset/archive (3)/validation/b0044.wav,D1_training-b_b0044,1.0,drop,byte-identical to D1_training-b_b0044
exact_0125,raw_sha256,D1_training-b_b0045,D1,dataset/archive (3)/training-b/b0045.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0125,raw_sha256,D1_validation_b0045,D1,dataset/archive (3)/validation/b0045.wav,D1_training-b_b0045,1.0,drop,byte-identical to D1_training-b_b0045
exact_0126,raw_sha256,D1_training-b_b0046,D1,dataset/archive (3)/training-b/b0046.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0126,raw_sha256,D1_validation_b0046,D1,dataset/archive (3)/validation/b0046.wav,D1_training-b_b0046,1.0,drop,byte-identical to D1_training-b_b0046
exact_0127,raw_sha256,D1_training-b_b0047,D1,dataset/archive (3)/training-b/b0047.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0127,raw_sha256,D1_validation_b0047,D1,dataset/archive (3)/validation/b0047.wav,D1_training-b_b0047,1.0,drop,byte-identical to D1_training-b_b0047
exact_0128,raw_sha256,D1_training-b_b0048,D1,dataset/archive (3)/training-b/b0048.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0128,raw_sha256,D1_validation_b0048,D1,dataset/archive (3)/validation/b0048.wav,D1_training-b_b0048,1.0,drop,byte-identical to D1_training-b_b0048
exact_0129,raw_sha256,D1_training-b_b0049,D1,dataset/archive (3)/training-b/b0049.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0129,raw_sha256,D1_validation_b0049,D1,dataset/archive (3)/validation/b0049.wav,D1_training-b_b0049,1.0,drop,byte-identical to D1_training-b_b0049
exact_0130,raw_sha256,D1_training-b_b0050,D1,dataset/archive (3)/training-b/b0050.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0130,raw_sha256,D1_validation_b0050,D1,dataset/archive (3)/validation/b0050.wav,D1_training-b_b0050,1.0,drop,byte-identical to D1_training-b_b0050
exact_0131,raw_sha256,D1_training-b_b0051,D1,dataset/archive (3)/training-b/b0051.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0131,raw_sha256,D1_validation_b0051,D1,dataset/archive (3)/validation/b0051.wav,D1_training-b_b0051,1.0,drop,byte-identical to D1_training-b_b0051
exact_0132,raw_sha256,D1_training-b_b0052,D1,dataset/archive (3)/training-b/b0052.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0132,raw_sha256,D1_validation_b0052,D1,dataset/archive (3)/validation/b0052.wav,D1_training-b_b0052,1.0,drop,byte-identical to D1_training-b_b0052
exact_0133,raw_sha256,D1_training-b_b0053,D1,dataset/archive (3)/training-b/b0053.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0133,raw_sha256,D1_validation_b0053,D1,dataset/archive (3)/validation/b0053.wav,D1_training-b_b0053,1.0,drop,byte-identical to D1_training-b_b0053
exact_0134,raw_sha256,D1_training-b_b0054,D1,dataset/archive (3)/training-b/b0054.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0134,raw_sha256,D1_validation_b0054,D1,dataset/archive (3)/validation/b0054.wav,D1_training-b_b0054,1.0,drop,byte-identical to D1_training-b_b0054
exact_0135,raw_sha256,D1_training-b_b0055,D1,dataset/archive (3)/training-b/b0055.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0135,raw_sha256,D1_validation_b0055,D1,dataset/archive (3)/validation/b0055.wav,D1_training-b_b0055,1.0,drop,byte-identical to D1_training-b_b0055
exact_0136,raw_sha256,D1_training-b_b0056,D1,dataset/archive (3)/training-b/b0056.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0136,raw_sha256,D1_validation_b0056,D1,dataset/archive (3)/validation/b0056.wav,D1_training-b_b0056,1.0,drop,byte-identical to D1_training-b_b0056
exact_0137,raw_sha256,D1_training-b_b0057,D1,dataset/archive (3)/training-b/b0057.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0137,raw_sha256,D1_validation_b0057,D1,dataset/archive (3)/validation/b0057.wav,D1_training-b_b0057,1.0,drop,byte-identical to D1_training-b_b0057
exact_0138,raw_sha256,D1_training-b_b0058,D1,dataset/archive (3)/training-b/b0058.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0138,raw_sha256,D1_validation_b0058,D1,dataset/archive (3)/validation/b0058.wav,D1_training-b_b0058,1.0,drop,byte-identical to D1_training-b_b0058
exact_0139,raw_sha256,D1_training-b_b0059,D1,dataset/archive (3)/training-b/b0059.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0139,raw_sha256,D1_validation_b0059,D1,dataset/archive (3)/validation/b0059.wav,D1_training-b_b0059,1.0,drop,byte-identical to D1_training-b_b0059
exact_0140,raw_sha256,D1_training-b_b0060,D1,dataset/archive (3)/training-b/b0060.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0140,raw_sha256,D1_validation_b0060,D1,dataset/archive (3)/validation/b0060.wav,D1_training-b_b0060,1.0,drop,byte-identical to D1_training-b_b0060
exact_0141,raw_sha256,D1_training-b_b0061,D1,dataset/archive (3)/training-b/b0061.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0141,raw_sha256,D1_validation_b0061,D1,dataset/archive (3)/validation/b0061.wav,D1_training-b_b0061,1.0,drop,byte-identical to D1_training-b_b0061
exact_0142,raw_sha256,D1_training-b_b0062,D1,dataset/archive (3)/training-b/b0062.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0142,raw_sha256,D1_validation_b0062,D1,dataset/archive (3)/validation/b0062.wav,D1_training-b_b0062,1.0,drop,byte-identical to D1_training-b_b0062
exact_0143,raw_sha256,D1_training-b_b0063,D1,dataset/archive (3)/training-b/b0063.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0143,raw_sha256,D1_validation_b0063,D1,dataset/archive (3)/validation/b0063.wav,D1_training-b_b0063,1.0,drop,byte-identical to D1_training-b_b0063
exact_0144,raw_sha256,D1_training-b_b0064,D1,dataset/archive (3)/training-b/b0064.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0144,raw_sha256,D1_validation_b0064,D1,dataset/archive (3)/validation/b0064.wav,D1_training-b_b0064,1.0,drop,byte-identical to D1_training-b_b0064
exact_0145,raw_sha256,D1_training-b_b0065,D1,dataset/archive (3)/training-b/b0065.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0145,raw_sha256,D1_validation_b0065,D1,dataset/archive (3)/validation/b0065.wav,D1_training-b_b0065,1.0,drop,byte-identical to D1_training-b_b0065
exact_0146,raw_sha256,D1_training-b_b0066,D1,dataset/archive (3)/training-b/b0066.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0146,raw_sha256,D1_validation_b0066,D1,dataset/archive (3)/validation/b0066.wav,D1_training-b_b0066,1.0,drop,byte-identical to D1_training-b_b0066
exact_0147,raw_sha256,D1_training-b_b0067,D1,dataset/archive (3)/training-b/b0067.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0147,raw_sha256,D1_validation_b0067,D1,dataset/archive (3)/validation/b0067.wav,D1_training-b_b0067,1.0,drop,byte-identical to D1_training-b_b0067
exact_0148,raw_sha256,D1_training-b_b0068,D1,dataset/archive (3)/training-b/b0068.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
exact_0148,raw_sha256,D1_validation_b0068,D1,dataset/archive (3)/validation/b0068.wav,D1_training-b_b0068,1.0,drop,byte-identical to D1_training-b_b0068
exact_0149,raw_sha256,D1_training-b_b0077,D1,dataset/archive (3)/training-b/b0077.wav,,1.0,keep,byte-identical group; kept by the T17.6 priority rule
